Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0;  Output: -0,0005; 0,0004; -0,0008; 0,0014; 1; 0,9347; 0,0001; 1; Desired output: 0; 0; 0; 0; 1; 1; 0; 1;  Error: -0,0005; 0,0004; -0,0008; 0,0014; -0; -0,0653; 0,0001; 0; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0;  Output: 0; 0,0005; -0,0022; 0,0169; 1; 0,9319; -0,0003; 1; Desired output: 0; 0; 0; 0; 1; 1; 0; 1;  Error: 0; 0,0005; -0,0022; 0,0169; -0; -0,0681; -0,0003; 0; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0;  Output: 0,0001; 0; 1; 0,9952; 0,9948; 0,0046; -0,0006; 1; Desired output: 0; 0; 1; 1; 1; 0; 0; 1;  Error: 0,0001; 0; 0; -0,0048; -0,0052; 0,0046; -0,0006; 0; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1;  Output: -0; 0; 0,9965; 0,3851; 0,8068; 0,628; 0,8785; 0,0313; Desired output: 0; 0; 1; 1; 1; 1; 1; 0;  Error: -0; 0; -0,0035; -0,6149; -0,1932; -0,372; -0,1215; 0,0313; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0;  Output: 0,0002; -0,0002; -0,1241; 0,1614; 0,9602; 0,935; 1; 0,0006; Desired output: 0; 0; 0; 0; 1; 1; 0; 0;  Error: 0,0002; -0,0002; -0,1241; 0,1614; -0,0398; -0,065; 1; 0,0006; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0;  Output: 0,0002; -0,0002; 0,0333; 0,2606; 0,8572; 0,9209; 0,023; 0,0017; Desired output: 0; 0; 0; 0; 1; 1; 0; 0;  Error: 0,0002; -0,0002; 0,0333; 0,2606; -0,1428; -0,0791; 0,023; 0,0017; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0;  Output: 0; -0; -0,0585; 0,0698; 0,9197; 0,9376; 1; 1; Desired output: 0; 0; 0; 0; 1; 1; 1; 0;  Error: 0; -0; -0,0585; 0,0698; -0,0803; -0,0624; 0; 1; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1;  Output: 0,0003; -0; 0,9848; 0,5951; 0,9897; 0,0745; 1; 0,0025; Desired output: 0; 0; 1; 1; 1; 0; 1; 0;  Error: 0,0003; -0; -0,0152; -0,4049; -0,0103; 0,0745; 0; 0,0025; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0;  Output: 0,0001; -0; -0,0029; 0,0168; 0,9997; 0,0044; 1; 1; Desired output: 0; 0; 0; 0; 1; 0; 1; 1;  Error: 0,0001; -0; -0,0029; 0,0168; -0,0003; 0,0044; 0; 0; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0;  Output: -0,0001; 0,0004; -0,0081; 0,0019; 0,9992; 0,0175; 1; 1; Desired output: 0; 0; 0; 0; 1; 0; 1; 1;  Error: -0,0001; 0,0004; -0,0081; 0,0019; -0,0008; 0,0175; -0; 0; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0;  Output: 0,0002; -0,0002; 0,0044; 0,2139; 0,892; 0,9063; -0,0029; 0,0007; Desired output: 0; 0; 0; 0; 1; 1; 0; 0;  Error: 0,0002; -0,0002; 0,0044; 0,2139; -0,108; -0,0937; -0,0029; 0,0007; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1;  Output: 0; 0; 1; 0,9365; 0,6877; -0,0238; 1; 1; Desired output: 0; 0; 1; 1; 0; 0; 1; 1;  Error: 0; 0; -0; -0,0635; 0,6877; -0,0238; -0; 0; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0;  Output: 0,0002; -0,0001; -0,0157; -0,0498; 0,9795; -0,0198; 1; 1; Desired output: 0; 0; 0; 0; 1; 0; 1; 0;  Error: 0,0002; -0,0001; -0,0157; -0,0498; -0,0205; -0,0198; 0; 1; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0;  Output: 0; -0; 0,1667; 0,0102; 0,7327; -0,0049; 0,9147; 1; Desired output: 0; 0; 0; 0; 1; 0; 1; 0;  Error: 0; -0; 0,1667; 0,0102; -0,2673; -0,0049; -0,0853; 1; 
Input: 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0;  Output: 0; -0; 0,0257; 0,0164; 0,9742; 0,0242; 0,9378; 1; Desired output: 0; 0; 0; 0; 1; 0; 1; 0;  Error: 0; -0; 0,0257; 0,0164; -0,0258; 0,0242; -0,0622; 1; 
